run,gen,nevals,swarmId,partId,part,partError,sbest,sbestError,best,bestError,env
1,44,5760,,,,,,,"[37.28772325441409, 43.81006967328039, 50.3615729027656, 90.73488207505058, 6.700315564004413]",2.569191198794087,1
1,45,5890,,,,,,,"[37.3140112561454, 43.90891346584433, 50.31328152609012, 90.71230262137058, 6.752636934063212]",2.0535537091491136,1
1,46,6020,,,,,,,"[37.396068832572226, 43.97507573371251, 50.18994524765703, 90.45736643727328, 6.901576179507656]",1.0486213858203257,1
1,47,6150,,,,,,,"[37.4134650979259, 44.02834223280559, 50.28123077455013, 90.372484691665, 7.000170632610484]",0.9071571343847324,1
1,48,6280,,,,,,,"[37.19384698916226, 44.17215561060336, 50.34093128299596, 90.16603231546135, 6.932182243669735]",0.3846721733136036,1
1,49,6410,,,,,,,"[37.19384698916226, 44.17215561060336, 50.34093128299596, 90.16603231546135, 6.932182243669735]",0.3846721733136036,1
1,50,6540,,,,,,,"[37.4401142009354, 44.226862424616776, 50.36977794045749, 90.25131841669511, 6.896789269739821]",0.365520774185498,1
1,51,6670,,,,,,,"[37.4839005570864, 44.20559459619805, 50.365111158748896, 90.28339465590172, 6.8027655091404915]",0.3067272193085131,1
1,52,6800,,,,,,,"[37.45647762271024, 44.210765300616806, 50.31311093599132, 90.18556929111422, 6.809264229422578]",0.2237382744959433,1
1,53,6930,,,,,,,"[37.32614888740451, 44.27071342414249, 50.25949522245332, 90.12675042934771, 6.747450305403459]",0.15947272158986436,1
1,54,7060,,,,,,,"[37.32614888740451, 44.27071342414249, 50.25949522245332, 90.12675042934771, 6.747450305403459]",0.15947272158986436,1
1,55,7190,,,,,,,"[37.340217876973696, 44.2806645912689, 50.340788934025, 90.2265040811087, 6.797937732293247]",0.13117893307961026,1
1,56,7320,,,,,,,"[37.299667203096014, 44.2467199339998, 50.32866792927047, 90.29061351313857, 6.7921002066707175]",0.11604565806482015,1
1,57,7450,,,,,,,"[37.299667203096014, 44.2467199339998, 50.32866792927047, 90.29061351313857, 6.7921002066707175]",0.11604565806482015,1
1,58,7580,,,,,,,"[37.299667203096014, 44.2467199339998, 50.32866792927047, 90.29061351313857, 6.7921002066707175]",0.11604565806482015,1
1,59,7710,,,,,,,"[37.299667203096014, 44.2467199339998, 50.32866792927047, 90.29061351313857, 6.7921002066707175]",0.11604565806482015,1
1,60,7840,,,,,,,"[37.30472918287158, 44.23585660600051, 50.2377804410214, 90.23236962759522, 6.761401941949363]",0.10713060116319184,1
1,61,7970,,,,,,,"[37.31693370492867, 44.21006777485176, 50.28512104882678, 90.18475351004699, 6.6954143790720675]",0.03754358968326699,1
1,62,8100,,,,,,,"[37.31693370492867, 44.21006777485176, 50.28512104882678, 90.18475351004699, 6.6954143790720675]",0.03754358968326699,1
1,63,8230,,,,,,,"[37.31693370492867, 44.21006777485176, 50.28512104882678, 90.18475351004699, 6.6954143790720675]",0.03754358968326699,1
1,64,8360,,,,,,,"[37.31693370492867, 44.21006777485176, 50.28512104882678, 90.18475351004699, 6.6954143790720675]",0.03754358968326699,1
1,65,8490,,,,,,,"[37.31693370492867, 44.21006777485176, 50.28512104882678, 90.18475351004699, 6.6954143790720675]",0.03754358968326699,1
1,66,8620,,,,,,,"[37.31693370492867, 44.21006777485176, 50.28512104882678, 90.18475351004699, 6.6954143790720675]",0.03754358968326699,1
1,67,8750,,,,,,,"[37.31693370492867, 44.21006777485176, 50.28512104882678, 90.18475351004699, 6.6954143790720675]",0.03754358968326699,1
1,68,8880,,,,,,,"[37.31693370492867, 44.21006777485176, 50.28512104882678, 90.18475351004699, 6.6954143790720675]",0.03754358968326699,1
1,69,9010,,,,,,,"[37.31693370492867, 44.21006777485176, 50.28512104882678, 90.18475351004699, 6.6954143790720675]",0.03754358968326699,1
1,70,9140,,,,,,,"[37.31693370492867, 44.21006777485176, 50.28512104882678, 90.18475351004699, 6.6954143790720675]",0.03754358968326699,1
1,71,9270,,,,,,,"[37.31693370492867, 44.21006777485176, 50.28512104882678, 90.18475351004699, 6.6954143790720675]",0.03754358968326699,1
1,72,9400,,,,,,,"[37.31693370492867, 44.21006777485176, 50.28512104882678, 90.18475351004699, 6.6954143790720675]",0.03754358968326699,1
1,73,9530,,,,,,,"[37.31693370492867, 44.21006777485176, 50.28512104882678, 90.18475351004699, 6.6954143790720675]",0.03754358968326699,1
1,74,9660,,,,,,,"[37.31693370492867, 44.21006777485176, 50.28512104882678, 90.18475351004699, 6.6954143790720675]",0.03754358968326699,1
1,75,9790,,,,,,,"[37.31693370492867, 44.21006777485176, 50.28512104882678, 90.18475351004699, 6.6954143790720675]",0.03754358968326699,1
1,76,9920,,,,,,,"[37.31693370492867, 44.21006777485176, 50.28512104882678, 90.18475351004699, 6.6954143790720675]",0.03754358968326699,1
1,77,10090,,,,,,,"[96.21951455208392, 47.00285331603108, 20.263000745235427, 24.832436333257604, 3.6865094295456022]",37.19074582443849,2
1,78,10280,,,,,,,"[92.46931421770661, 50.79484193527197, 6.371648765263882, 31.99923911945455, 46.93451580090559]",34.411009843024296,2
1,79,10410,,,,,,,"[34.95672073957978, 45.216414866401664, 50.292971865649086, 91.42064409552464, 7.306255222134841]",30.334041182586,2
1,80,10540,,,,,,,"[38.68028319637604, 43.44172713064674, 50.417383930271555, 89.01116665314741, 5.774598196798421]",23.545669103465592,2
1,81,10670,,,,,,,"[38.68028319637604, 43.44172713064674, 50.417383930271555, 89.01116665314741, 5.774598196798421]",23.545669103465592,2
1,82,10800,,,,,,,"[38.61110562978892, 43.58926660664597, 50.28326143606996, 89.28202984811924, 6.140486943252903]",19.806670024178977,2
1,83,10930,,,,,,,"[35.66619893067036, 43.21293029021093, 49.50415439455805, 90.69681926041044, 7.505811750248329]",18.878408679184126,2
1,84,11060,,,,,,,"[35.66122667956675, 43.16139739055255, 49.527181890003234, 90.60841556105957, 7.4202150266412135]",18.01825182988771,2
1,85,11190,,,,,,,"[35.589789018769025, 43.45831068456793, 49.664546865438645, 90.43736910726057, 7.2801761116157975]",14.679130906605522,2
1,86,11320,,,,,,,"[35.9471379764966, 43.25387867853324, 49.81543577589227, 90.49913884628866, 7.071798167110879]",12.356393844879165,2
1,87,11450,,,,,,,"[35.9471379764966, 43.25387867853324, 49.81543577589227, 90.49913884628866, 7.071798167110879]",12.356393844879165,2
1,88,11580,,,,,,,"[35.92535300674223, 43.18900928499196, 49.86634005846406, 90.41942224221894, 7.096689104295813]",12.104738409887993,2
1,89,11710,,,,,,,"[36.08720923889839, 43.25195415437618, 49.81129487810669, 90.51461085775182, 6.847280092932242]",11.521014885637847,2
1,90,11840,,,,,,,"[36.08720923889839, 43.25195415437618, 49.81129487810669, 90.51461085775182, 6.847280092932242]",11.521014885637847,2
1,91,11970,,,,,,,"[36.099344128694035, 43.26545295689945, 49.84884613688313, 90.41844280735134, 6.793262965784572]",10.388329135805414,2
1,92,12100,,,,,,,"[36.11388773793886, 43.28631635639753, 50.025275141522904, 90.13902145260896, 6.825167659657493]",7.440438243936285,2
1,93,12230,,,,,,,"[36.10837003101994, 43.35551366464371, 49.9469254902752, 90.09837251961602, 6.794566772333807]",6.9627067167861085,2
1,94,12360,,,,,,,"[36.09291243074865, 43.3534334674497, 50.17620934304954, 90.09100978918717, 6.696788243372122]",6.734448940538961,2
1,95,12490,,,,,,,"[36.27594685235867, 43.61270055088207, 50.31541809086595, 90.08797732771659, 6.901590154667731]",4.205386092845288,2
1,96,12620,,,,,,,"[36.48849993461714, 43.80651730581204, 50.45853234476587, 90.0258225692953, 7.096557721545114]",2.9842946522482805,2
1,97,12750,,,,,,,"[36.48849993461714, 43.80651730581204, 50.45853234476587, 90.0258225692953, 7.096557721545114]",2.9842946522482805,2
1,98,12880,,,,,,,"[36.48849993461714, 43.80651730581204, 50.45853234476587, 90.0258225692953, 7.096557721545114]",2.9842946522482805,2
1,99,13010,,,,,,,"[36.68317037509957, 43.82686597956479, 50.26884494647343, 89.67270282235374, 7.259305899901416]",1.3643020182393428,2
1,100,13140,,,,,,,"[36.81415708662917, 43.834441975564545, 50.307991172078694, 89.57193939397598, 7.058011377355822]",0.5349745859547426,2
1,101,13270,,,,,,,"[36.81415708662917, 43.834441975564545, 50.307991172078694, 89.57193939397598, 7.058011377355822]",0.5349745859547426,2
1,102,13400,,,,,,,"[36.81415708662917, 43.834441975564545, 50.307991172078694, 89.57193939397598, 7.058011377355822]",0.5349745859547426,2
1,103,13530,,,,,,,"[36.81415708662917, 43.834441975564545, 50.307991172078694, 89.57193939397598, 7.058011377355822]",0.5349745859547426,2
1,104,13660,,,,,,,"[36.83005624121511, 43.93400664115902, 50.3359570567033, 89.49639496553475, 7.011479748225709]",0.322603618991522,2
1,105,13790,,,,,,,"[36.83005624121511, 43.93400664115902, 50.3359570567033, 89.49639496553475, 7.011479748225709]",0.322603618991522,2
1,106,13920,,,,,,,"[36.6979880879772, 43.90049819586076, 50.21705362526878, 89.50355338467658, 6.996141427027521]",0.14366198438359845,2
1,107,14050,,,,,,,"[36.6979880879772, 43.90049819586076, 50.21705362526878, 89.50355338467658, 6.996141427027521]",0.14366198438359845,2
1,108,14180,,,,,,,"[36.71362160600278, 43.939986096944274, 50.23788254589583, 89.49679832194558, 6.893882886641033]",0.017414211417445813,2
1,109,14310,,,,,,,"[36.71362160600278, 43.939986096944274, 50.23788254589583, 89.49679832194558, 6.893882886641033]",0.017414211417445813,2
1,110,14440,,,,,,,"[36.71362160600278, 43.939986096944274, 50.23788254589583, 89.49679832194558, 6.893882886641033]",0.017414211417445813,2
1,111,14570,,,,,,,"[36.71362160600278, 43.939986096944274, 50.23788254589583, 89.49679832194558, 6.893882886641033]",0.017414211417445813,2
1,112,14700,,,,,,,"[36.71362160600278, 43.939986096944274, 50.23788254589583, 89.49679832194558, 6.893882886641033]",0.017414211417445813,2
1,113,14830,,,,,,,"[36.71362160600278, 43.939986096944274, 50.23788254589583, 89.49679832194558, 6.893882886641033]",0.017414211417445813,2
1,114,14960,,,,,,,"[36.71362160600278, 43.939986096944274, 50.23788254589583, 89.49679832194558, 6.893882886641033]",0.017414211417445813,2
1,115,15170,,,,,,,"[94.98379179424508, 51.09534996605734, 22.4211568903676, 24.33067738322393, 1.8025118190018983]",45.2878837835236,3
1,116,15320,,,,,,,"[35.875968601413106, 44.36153289883634, 50.639575760164746, 87.24124354281653, 9.129160081661368]",26.339005808564927,3
1,117,15450,,,,,,,"[36.388996315969734, 46.46364016494426, 50.198705362597664, 87.26962538817028, 7.258569715987289]",25.192289904466783,3
1,118,15580,,,,,,,"[91.6407993855955, 50.732825980887235, 6.0015486786839745, 36.30738347744895, 47.63421877657654]",17.871495295913,3
1,119,15710,,,,,,,"[91.80935682560047, 50.915614831185735, 5.7529362862568, 35.88727830111363, 47.42858657342232]",11.594717103900145,3
1,120,15840,,,,,,,"[92.29317844912232, 51.13567988990774, 5.841002552108106, 35.720554900226645, 47.602324064687956]",10.775040632249308,3
1,121,15970,,,,,,,"[92.29317844912232, 51.13567988990774, 5.841002552108106, 35.720554900226645, 47.602324064687956]",10.775040632249308,3
1,122,16100,,,,,,,"[92.24751130961326, 50.777033361460916, 5.743302988026942, 35.52483089545406, 47.44001694876189]",9.319387342867728,3
1,123,16230,,,,,,,"[92.24751130961326, 50.777033361460916, 5.743302988026942, 35.52483089545406, 47.44001694876189]",9.319387342867728,3
1,124,16360,,,,,,,"[92.24751130961326, 50.777033361460916, 5.743302988026942, 35.52483089545406, 47.44001694876189]",9.319387342867728,3
1,125,16490,,,,,,,"[92.24751130961326, 50.777033361460916, 5.743302988026942, 35.52483089545406, 47.44001694876189]",9.319387342867728,3
1,126,16620,,,,,,,"[92.38222600568284, 50.858926929275476, 5.8371948848627, 35.370711366146494, 47.44661793093805]",9.081095295619939,3
1,127,16750,,,,,,,"[92.57560537018631, 50.91851773348525, 5.8113887594102565, 35.13047106264181, 47.280610008546596]",8.29561998986631,3
1,128,16880,,,,,,,"[92.69905656909474, 51.115592058774574, 5.516604756363656, 35.05836880929295, 47.30361008241836]",7.420642794448703,3
1,129,17010,,,,,,,"[92.69905656909474, 51.115592058774574, 5.516604756363656, 35.05836880929295, 47.30361008241836]",7.420642794448703,3
1,130,17140,,,,,,,"[92.60468202021538, 51.073117417458626, 5.515352055595218, 35.271292769675206, 47.2493110699605]",7.145934817849778,3
1,131,17270,,,,,,,"[92.50866920810785, 51.08867664167217, 5.335182715028996, 35.27646926691685, 47.27110556802225]",6.564899162929741,3
1,132,17400,,,,,,,"[92.50866920810785, 51.08867664167217, 5.335182715028996, 35.27646926691685, 47.27110556802225]",6.564899162929741,3
1,133,17530,,,,,,,"[92.21083077490259, 51.056407698830874, 5.060353588296369, 35.36903936765725, 47.11299493101554]",6.273076513223096,3
1,134,17660,,,,,,,"[92.08668751297125, 51.13755429275652, 5.010783042821202, 35.2501763023894, 46.95642920829219]",5.979928082924253,3
1,135,17790,,,,,,,"[92.21648965639491, 51.21746325650791, 5.140464795046202, 35.169337337645544, 47.08255909141499]",5.499875818624602,3
1,136,17920,,,,,,,"[92.21648965639491, 51.21746325650791, 5.140464795046202, 35.169337337645544, 47.08255909141499]",5.499875818624602,3
1,137,18050,,,,,,,"[92.21648965639491, 51.21746325650791, 5.140464795046202, 35.169337337645544, 47.08255909141499]",5.499875818624602,3
1,138,18180,,,,,,,"[92.21648965639491, 51.21746325650791, 5.140464795046202, 35.169337337645544, 47.08255909141499]",5.499875818624602,3
1,139,18310,,,,,,,"[92.29449473883774, 51.20075637330832, 5.209657740507159, 35.07822602611038, 47.01681352648924]",5.378022352334995,3
1,140,18440,,,,,,,"[92.29449473883774, 51.20075637330832, 5.209657740507159, 35.07822602611038, 47.01681352648924]",5.378022352334995,3
1,141,18570,,,,,,,"[92.29449473883774, 51.20075637330832, 5.209657740507159, 35.07822602611038, 47.01681352648924]",5.378022352334995,3
1,142,18700,,,,,,,"[92.26043187001801, 51.214424061484685, 5.241097688582333, 35.05107544195875, 47.06061687742625]",5.325135869595876,3
1,143,18830,,,,,,,"[92.26043187001801, 51.214424061484685, 5.241097688582333, 35.05107544195875, 47.06061687742625]",5.325135869595876,3
1,144,18960,,,,,,,"[92.26043187001801, 51.214424061484685, 5.241097688582333, 35.05107544195875, 47.06061687742625]",5.325135869595876,3
1,145,19090,,,,,,,"[92.26043187001801, 51.214424061484685, 5.241097688582333, 35.05107544195875, 47.06061687742625]",5.325135869595876,3
1,146,19220,,,,,,,"[92.26043187001801, 51.214424061484685, 5.241097688582333, 35.05107544195875, 47.06061687742625]",5.325135869595876,3
1,147,19350,,,,,,,"[92.26043187001801, 51.214424061484685, 5.241097688582333, 35.05107544195875, 47.06061687742625]",5.325135869595876,3
1,148,19480,,,,,,,"[92.26043187001801, 51.214424061484685, 5.241097688582333, 35.05107544195875, 47.06061687742625]",5.325135869595876,3
1,149,19610,,,,,,,"[92.26043187001801, 51.214424061484685, 5.241097688582333, 35.05107544195875, 47.06061687742625]",5.325135869595876,3
1,150,19740,,,,,,,"[92.26043187001801, 51.214424061484685, 5.241097688582333, 35.05107544195875, 47.06061687742625]",5.325135869595876,3
1,151,19870,,,,,,,"[92.18592328952518, 51.28368766980779, 5.293178071868516, 35.05086257601997, 47.03997936798468]",5.304746036863747,3
1,152,20000,,,,,,,"[92.18592328952518, 51.28368766980779, 5.293178071868516, 35.05086257601997, 47.03997936798468]",5.304746036863747,3
1,153,20230,,,,,,,"[94.80684274517799, 50.004104327310586, 18.88941147156021, 24.5674926411652, 0.6577018560929275]",44.147016145176075,4
1,154,20360,,,,,,,"[36.895146417686405, 46.84202212737385, 47.558733982866286, 89.71225318869631, 6.659676168166614]",32.989102751613174,4
1,155,20490,,,,,,,"[38.598546601689634, 43.48811830197775, 51.26274116777, 89.72496384702376, 6.888305694525835]",24.42169852449822,4
1,156,20620,,,,,,,"[35.47890262502828, 44.24841481830188, 48.54905647291903, 88.16991891179916, 6.300091596580299]",18.81679506102067,4
1,157,20750,,,,,,,"[35.513113826198406, 44.356132934376106, 48.70117646487932, 88.40216062062461, 6.392076729125588]",16.167492667755504,4
1,158,20880,,,,,,,"[35.96343722863957, 43.751039490501455, 48.95635158979576, 88.72966046389202, 6.709403567429861]",8.232638805294911,4
1,159,21010,,,,,,,"[35.96343722863957, 43.751039490501455, 48.95635158979576, 88.72966046389202, 6.709403567429861]",8.232638805294911,4
1,160,21140,,,,,,,"[36.0409859683099, 43.77629725918981, 48.934982219692664, 88.88598585551318, 6.724426320966087]",6.834375580990589,4
1,161,21270,,,,,,,"[36.067723625986964, 43.82935476924469, 48.99332164468854, 89.03886928365533, 6.855079194834316]",5.68105449064943,4
1,162,21400,,,,,,,"[36.189423786349856, 43.80396604867176, 48.882840829846785, 89.10715761917669, 6.9701968174323525]",5.210747103322319,4
1,163,21530,,,,,,,"[36.25598990091698, 43.83278101104637, 48.96389900664265, 89.18559347772475, 6.865779894918338]",4.012587064846343,4
1,164,21660,,,,,,,"[36.4547359980157, 43.691068214339644, 49.037153747636225, 89.30723787281056, 6.956378717245433]",2.8768447436200404,4
1,165,21790,,,,,,,"[36.68492069747431, 43.745945266057, 48.92609733356448, 89.10687095133072, 6.954783172644271]",2.5217716711036786,4
1,166,21920,,,,,,,"[36.80509283645545, 44.08604680827314, 49.13248944753314, 89.0784412463107, 6.837941988726271]",0.9037645870515192,4
1,167,22050,,,,,,,"[36.8480648340135, 44.09266824540875, 49.2126443815926, 89.17300130644988, 6.7905615137937305]",0.4195132410543323,4
1,168,22180,,,,,,,"[36.8480648340135, 44.09266824540875, 49.2126443815926, 89.17300130644988, 6.7905615137937305]",0.4195132410543323,4
1,169,22310,,,,,,,"[36.8480648340135, 44.09266824540875, 49.2126443815926, 89.17300130644988, 6.7905615137937305]",0.4195132410543323,4
1,170,22440,,,,,,,"[36.85116637275896, 44.07225382608461, 49.34195759254267, 89.42996882057722, 6.81450556841194]",0.14230080287019575,4
1,171,22570,,,,,,,"[36.85116637275896, 44.07225382608461, 49.34195759254267, 89.42996882057722, 6.81450556841194]",0.14230080287019575,4
1,172,22700,,,,,,,"[36.85116637275896, 44.07225382608461, 49.34195759254267, 89.42996882057722, 6.81450556841194]",0.14230080287019575,4
1,173,22830,,,,,,,"[36.85116637275896, 44.07225382608461, 49.34195759254267, 89.42996882057722, 6.81450556841194]",0.14230080287019575,4
1,174,22960,,,,,,,"[36.85116637275896, 44.07225382608461, 49.34195759254267, 89.42996882057722, 6.81450556841194]",0.14230080287019575,4
1,175,23090,,,,,,,"[36.85116637275896, 44.07225382608461, 49.34195759254267, 89.42996882057722, 6.81450556841194]",0.14230080287019575,4
1,176,23220,,,,,,,"[36.85116637275896, 44.07225382608461, 49.34195759254267, 89.42996882057722, 6.81450556841194]",0.14230080287019575,4
1,177,23350,,,,,,,"[36.85116637275896, 44.07225382608461, 49.34195759254267, 89.42996882057722, 6.81450556841194]",0.14230080287019575,4
1,178,23480,,,,,,,"[36.85116637275896, 44.07225382608461, 49.34195759254267, 89.42996882057722, 6.81450556841194]",0.14230080287019575,4
1,179,23610,,,,,,,"[36.85116637275896, 44.07225382608461, 49.34195759254267, 89.42996882057722, 6.81450556841194]",0.14230080287019575,4
1,180,23740,,,,,,,"[36.85116637275896, 44.07225382608461, 49.34195759254267, 89.42996882057722, 6.81450556841194]",0.14230080287019575,4
1,181,23870,,,,,,,"[36.85116637275896, 44.07225382608461, 49.34195759254267, 89.42996882057722, 6.81450556841194]",0.14230080287019575,4
1,182,24000,,,,,,,"[36.85116637275896, 44.07225382608461, 49.34195759254267, 89.42996882057722, 6.81450556841194]",0.14230080287019575,4
1,183,24130,,,,,,,"[36.85116637275896, 44.07225382608461, 49.34195759254267, 89.42996882057722, 6.81450556841194]",0.14230080287019575,4
1,184,24260,,,,,,,"[36.85116637275896, 44.07225382608461, 49.34195759254267, 89.42996882057722, 6.81450556841194]",0.14230080287019575,4
1,185,24390,,,,,,,"[36.85116637275896, 44.07225382608461, 49.34195759254267, 89.42996882057722, 6.81450556841194]",0.14230080287019575,4
1,186,24520,,,,,,,"[36.85116637275896, 44.07225382608461, 49.34195759254267, 89.42996882057722, 6.81450556841194]",0.14230080287019575,4
1,187,24650,,,,,,,"[36.85116637275896, 44.07225382608461, 49.34195759254267, 89.42996882057722, 6.81450556841194]",0.14230080287019575,4
1,188,24780,,,,,,,"[36.89910987058336, 44.061354578122476, 49.39844409080551, 89.34567406886512, 6.808121392364384]",0.016985333700219485,4
1,189,24910,,,,,,,"[36.89910987058336, 44.061354578122476, 49.39844409080551, 89.34567406886512, 6.808121392364384]",0.016985333700219485,4
1,190,25070,,,,,,,"[97.78015738755187, 48.23725156556917, 22.082110239056696, 26.431947438937105, 0.2766477527163502]",41.933099354598184,5
1,191,25270,,,,,,,"[34.75717648971674, 42.59282129213454, 48.75095454497297, 92.97742017217873, 6.4300907691906914]",34.69896836169171,5
1,192,25400,,,,,,,"[35.768913759847244, 44.845079305322464, 49.483447286526, 87.33849929185781, 7.579025788888447]",17.167081494346967,5
1,193,25530,,,,,,,"[35.626619727301474, 44.722813476851556, 49.206912966457125, 87.61425141710642, 7.7920210527465095]",15.453967136278294,5
1,194,25660,,,,,,,"[35.541971834339954, 44.413865734654856, 49.352178421277856, 87.7605550572385, 7.443267222041062]",12.3065507574386,5
1,195,25790,,,,,,,"[35.9341045597077, 44.09225460302976, 49.13766779786673, 88.06224983520602, 7.45000136395635]",8.364211059855677,5
1,196,25920,,,,,,,"[36.03608541453888, 43.94049570810732, 49.20510139567962, 88.19224929277105, 7.540585882777913]",6.7413974569221224,5
1,197,26050,,,,,,,"[36.130746836993126, 43.57816219584971, 49.6953538157885, 88.42326354018698, 7.204561352743939]",3.631147583463843,5
