run,gen,nevals,swarmId,partId,part,partError,sbest,sbestError,best,bestError,env
1,44,5760,,,,,,,"[37.034789841772984, 44.64904755209521, 50.08402317827814, 90.27773777465755, 7.492830059220154]",5.808020477190276,1
1,45,5890,,,,,,,"[37.034789841772984, 44.64904755209521, 50.08402317827814, 90.27773777465755, 7.492830059220154]",5.808020477190276,1
1,46,6020,,,,,,,"[37.034789841772984, 44.64904755209521, 50.08402317827814, 90.27773777465755, 7.492830059220154]",5.808020477190276,1
1,47,6150,,,,,,,"[37.594272252891706, 44.58515213809506, 50.79919430199551, 90.46375510226106, 6.9780181115594235]",3.73922962900118,1
1,48,6280,,,,,,,"[37.594272252891706, 44.58515213809506, 50.79919430199551, 90.46375510226106, 6.9780181115594235]",3.73922962900118,1
1,49,6410,,,,,,,"[37.594272252891706, 44.58515213809506, 50.79919430199551, 90.46375510226106, 6.9780181115594235]",3.73922962900118,1
1,50,6540,,,,,,,"[37.594272252891706, 44.58515213809506, 50.79919430199551, 90.46375510226106, 6.9780181115594235]",3.73922962900118,1
1,51,6670,,,,,,,"[37.594272252891706, 44.58515213809506, 50.79919430199551, 90.46375510226106, 6.9780181115594235]",3.73922962900118,1
1,52,6800,,,,,,,"[37.695429307708196, 44.18165801694219, 50.61428518845649, 90.08777738697634, 6.763416597688401]",1.5906494334996069,1
1,53,6930,,,,,,,"[37.695429307708196, 44.18165801694219, 50.61428518845649, 90.08777738697634, 6.763416597688401]",1.5906494334996069,1
1,54,7060,,,,,,,"[37.695429307708196, 44.18165801694219, 50.61428518845649, 90.08777738697634, 6.763416597688401]",1.5906494334996069,1
1,55,7190,,,,,,,"[37.695429307708196, 44.18165801694219, 50.61428518845649, 90.08777738697634, 6.763416597688401]",1.5906494334996069,1
1,56,7320,,,,,,,"[37.49267593831978, 44.01193473059668, 50.55368016468387, 90.40832454712564, 6.734228969575755]",0.9557822767952757,1
1,57,7450,,,,,,,"[37.49267593831978, 44.01193473059668, 50.55368016468387, 90.40832454712564, 6.734228969575755]",0.9557822767952757,1
1,58,7580,,,,,,,"[37.49267593831978, 44.01193473059668, 50.55368016468387, 90.40832454712564, 6.734228969575755]",0.9557822767952757,1
1,59,7710,,,,,,,"[37.49267593831978, 44.01193473059668, 50.55368016468387, 90.40832454712564, 6.734228969575755]",0.9557822767952757,1
1,60,7840,,,,,,,"[37.49267593831978, 44.01193473059668, 50.55368016468387, 90.40832454712564, 6.734228969575755]",0.9557822767952757,1
1,61,7970,,,,,,,"[37.49267593831978, 44.01193473059668, 50.55368016468387, 90.40832454712564, 6.734228969575755]",0.9557822767952757,1
1,62,8100,,,,,,,"[37.49267593831978, 44.01193473059668, 50.55368016468387, 90.40832454712564, 6.734228969575755]",0.9557822767952757,1
1,63,8230,,,,,,,"[37.49267593831978, 44.01193473059668, 50.55368016468387, 90.40832454712564, 6.734228969575755]",0.9557822767952757,1
1,64,8360,,,,,,,"[37.49267593831978, 44.01193473059668, 50.55368016468387, 90.40832454712564, 6.734228969575755]",0.9557822767952757,1
1,65,8490,,,,,,,"[37.49267593831978, 44.01193473059668, 50.55368016468387, 90.40832454712564, 6.734228969575755]",0.9557822767952757,1
1,66,8620,,,,,,,"[37.49267593831978, 44.01193473059668, 50.55368016468387, 90.40832454712564, 6.734228969575755]",0.9557822767952757,1
1,67,8750,,,,,,,"[37.49267593831978, 44.01193473059668, 50.55368016468387, 90.40832454712564, 6.734228969575755]",0.9557822767952757,1
1,68,8880,,,,,,,"[37.49267593831978, 44.01193473059668, 50.55368016468387, 90.40832454712564, 6.734228969575755]",0.9557822767952757,1
1,69,9010,,,,,,,"[37.49267593831978, 44.01193473059668, 50.55368016468387, 90.40832454712564, 6.734228969575755]",0.9557822767952757,1
1,70,9140,,,,,,,"[37.49267593831978, 44.01193473059668, 50.55368016468387, 90.40832454712564, 6.734228969575755]",0.9557822767952757,1
1,71,9270,,,,,,,"[37.49267593831978, 44.01193473059668, 50.55368016468387, 90.40832454712564, 6.734228969575755]",0.9557822767952757,1
1,72,9400,,,,,,,"[37.49267593831978, 44.01193473059668, 50.55368016468387, 90.40832454712564, 6.734228969575755]",0.9557822767952757,1
1,73,9530,,,,,,,"[37.41468257587, 44.30273165450721, 50.52518010599603, 90.13104896342394, 6.501518642199417]",0.7790744906705811,1
1,74,9660,,,,,,,"[37.41468257587, 44.30273165450721, 50.52518010599603, 90.13104896342394, 6.501518642199417]",0.7790744906705811,1
1,75,9790,,,,,,,"[37.41468257587, 44.30273165450721, 50.52518010599603, 90.13104896342394, 6.501518642199417]",0.7790744906705811,1
1,76,9920,,,,,,,"[37.41468257587, 44.30273165450721, 50.52518010599603, 90.13104896342394, 6.501518642199417]",0.7790744906705811,1
1,77,10090,,,,,,,"[96.21951455208392, 47.00285331603108, 20.263000745235427, 24.832436333257604, 3.6865094295456022]",37.19074582443849,2
1,78,10280,,,,,,,"[92.46931421770661, 50.79484193527197, 6.371648765263882, 31.99923911945455, 46.93451580090559]",34.411009843024296,2
1,79,10410,,,,,,,"[34.95672073957978, 45.216414866401664, 50.292971865649086, 91.42064409552464, 7.306255222134841]",30.334041182586,2
1,80,10540,,,,,,,"[38.68028319637604, 43.44172713064674, 50.417383930271555, 89.01116665314741, 5.774598196798421]",23.545669103465592,2
1,81,10670,,,,,,,"[38.68028319637604, 43.44172713064674, 50.417383930271555, 89.01116665314741, 5.774598196798421]",23.545669103465592,2
1,82,10800,,,,,,,"[38.0421665095556, 43.821390874250866, 49.491409938068614, 89.97725455588923, 7.07685726873419]",13.756213886031198,2
1,83,10930,,,,,,,"[37.947089508692706, 44.000466802699336, 49.9883223861113, 89.48048505329504, 6.72315506942007]",9.146882306602024,2
1,84,11060,,,,,,,"[37.127708719620685, 43.62623299764932, 50.41733703722542, 89.48201350157971, 7.226922610136365]",2.8480173200819365,2
1,85,11190,,,,,,,"[37.127708719620685, 43.62623299764932, 50.41733703722542, 89.48201350157971, 7.226922610136365]",2.8480173200819365,2
1,86,11320,,,,,,,"[37.127708719620685, 43.62623299764932, 50.41733703722542, 89.48201350157971, 7.226922610136365]",2.8480173200819365,2
1,87,11450,,,,,,,"[37.127708719620685, 43.62623299764932, 50.41733703722542, 89.48201350157971, 7.226922610136365]",2.8480173200819365,2
1,88,11580,,,,,,,"[37.127708719620685, 43.62623299764932, 50.41733703722542, 89.48201350157971, 7.226922610136365]",2.8480173200819365,2
1,89,11710,,,,,,,"[37.127708719620685, 43.62623299764932, 50.41733703722542, 89.48201350157971, 7.226922610136365]",2.8480173200819365,2
1,90,11840,,,,,,,"[37.127708719620685, 43.62623299764932, 50.41733703722542, 89.48201350157971, 7.226922610136365]",2.8480173200819365,2
1,91,11970,,,,,,,"[36.323554416910724, 43.918283462207576, 50.28511125494754, 89.35681307137585, 6.4642692458237345]",1.984723235670245,2
1,92,12100,,,,,,,"[36.323554416910724, 43.918283462207576, 50.28511125494754, 89.35681307137585, 6.4642692458237345]",1.984723235670245,2
1,93,12230,,,,,,,"[36.323554416910724, 43.918283462207576, 50.28511125494754, 89.35681307137585, 6.4642692458237345]",1.984723235670245,2
1,94,12360,,,,,,,"[36.323554416910724, 43.918283462207576, 50.28511125494754, 89.35681307137585, 6.4642692458237345]",1.984723235670245,2
1,95,12490,,,,,,,"[36.37402035654505, 44.225825641490495, 49.94563265668758, 89.5775776589472, 6.780268689850821]",1.7294300415502022,2
1,96,12620,,,,,,,"[36.924593837839936, 44.02908246077301, 50.304304036840435, 89.64790612742426, 6.92885224110793]",0.6274496970537058,2
1,97,12750,,,,,,,"[36.924593837839936, 44.02908246077301, 50.304304036840435, 89.64790612742426, 6.92885224110793]",0.6274496970537058,2
1,98,12880,,,,,,,"[36.924593837839936, 44.02908246077301, 50.304304036840435, 89.64790612742426, 6.92885224110793]",0.6274496970537058,2
1,99,13010,,,,,,,"[36.924593837839936, 44.02908246077301, 50.304304036840435, 89.64790612742426, 6.92885224110793]",0.6274496970537058,2
1,100,13140,,,,,,,"[36.924593837839936, 44.02908246077301, 50.304304036840435, 89.64790612742426, 6.92885224110793]",0.6274496970537058,2
1,101,13270,,,,,,,"[36.924593837839936, 44.02908246077301, 50.304304036840435, 89.64790612742426, 6.92885224110793]",0.6274496970537058,2
1,102,13400,,,,,,,"[36.924593837839936, 44.02908246077301, 50.304304036840435, 89.64790612742426, 6.92885224110793]",0.6274496970537058,2
1,103,13530,,,,,,,"[36.924593837839936, 44.02908246077301, 50.304304036840435, 89.64790612742426, 6.92885224110793]",0.6274496970537058,2
1,104,13660,,,,,,,"[36.924593837839936, 44.02908246077301, 50.304304036840435, 89.64790612742426, 6.92885224110793]",0.6274496970537058,2
1,105,13790,,,,,,,"[36.924593837839936, 44.02908246077301, 50.304304036840435, 89.64790612742426, 6.92885224110793]",0.6274496970537058,2
1,106,13920,,,,,,,"[36.924593837839936, 44.02908246077301, 50.304304036840435, 89.64790612742426, 6.92885224110793]",0.6274496970537058,2
1,107,14050,,,,,,,"[36.924593837839936, 44.02908246077301, 50.304304036840435, 89.64790612742426, 6.92885224110793]",0.6274496970537058,2
1,108,14180,,,,,,,"[36.924593837839936, 44.02908246077301, 50.304304036840435, 89.64790612742426, 6.92885224110793]",0.6274496970537058,2
1,109,14310,,,,,,,"[36.924593837839936, 44.02908246077301, 50.304304036840435, 89.64790612742426, 6.92885224110793]",0.6274496970537058,2
1,110,14440,,,,,,,"[36.924593837839936, 44.02908246077301, 50.304304036840435, 89.64790612742426, 6.92885224110793]",0.6274496970537058,2
1,111,14570,,,,,,,"[36.924593837839936, 44.02908246077301, 50.304304036840435, 89.64790612742426, 6.92885224110793]",0.6274496970537058,2
1,112,14700,,,,,,,"[36.924593837839936, 44.02908246077301, 50.304304036840435, 89.64790612742426, 6.92885224110793]",0.6274496970537058,2
1,113,14830,,,,,,,"[36.924593837839936, 44.02908246077301, 50.304304036840435, 89.64790612742426, 6.92885224110793]",0.6274496970537058,2
1,114,14960,,,,,,,"[36.924593837839936, 44.02908246077301, 50.304304036840435, 89.64790612742426, 6.92885224110793]",0.6274496970537058,2
1,115,15170,,,,,,,"[94.98379179424508, 51.09534996605734, 22.4211568903676, 24.33067738322393, 1.8025118190018983]",45.2878837835236,3
1,116,15320,,,,,,,"[35.875968601413106, 44.36153289883634, 50.639575760164746, 87.24124354281653, 9.129160081661368]",26.339005808564927,3
1,117,15450,,,,,,,"[35.175242573596485, 44.50352598298436, 50.514233743513614, 87.56432975681712, 8.816825947894973]",23.582743307593766,3
1,118,15580,,,,,,,"[91.6407993855955, 50.732825980887235, 6.0015486786839745, 36.30738347744895, 47.63421877657654]",17.871495295913,3
1,119,15710,,,,,,,"[91.95158655558285, 51.209138608722945, 5.149312119319251, 34.338609436769545, 46.84383468155934]",8.237862989434227,3
1,120,15840,,,,,,,"[91.95158655558285, 51.209138608722945, 5.149312119319251, 34.338609436769545, 46.84383468155934]",8.237862989434227,3
1,121,15970,,,,,,,"[91.95158655558285, 51.209138608722945, 5.149312119319251, 34.338609436769545, 46.84383468155934]",8.237862989434227,3
1,122,16100,,,,,,,"[91.86940857710185, 51.11621185814802, 5.389862944156898, 34.69409366014776, 46.698076186118385]",6.986317536080037,3
1,123,16230,,,,,,,"[91.86940857710185, 51.11621185814802, 5.389862944156898, 34.69409366014776, 46.698076186118385]",6.986317536080037,3
1,124,16360,,,,,,,"[91.72964992666685, 51.31492434047237, 5.327399013746824, 34.99332139788637, 47.12519771651738]",6.45604878192929,3
1,125,16490,,,,,,,"[91.72964992666685, 51.31492434047237, 5.327399013746824, 34.99332139788637, 47.12519771651738]",6.45604878192929,3
1,126,16620,,,,,,,"[91.72964992666685, 51.31492434047237, 5.327399013746824, 34.99332139788637, 47.12519771651738]",6.45604878192929,3
1,127,16750,,,,,,,"[91.72964992666685, 51.31492434047237, 5.327399013746824, 34.99332139788637, 47.12519771651738]",6.45604878192929,3
1,128,16880,,,,,,,"[91.72964992666685, 51.31492434047237, 5.327399013746824, 34.99332139788637, 47.12519771651738]",6.45604878192929,3
1,129,17010,,,,,,,"[92.0448793001131, 51.4414013549691, 5.308466176507288, 35.24037113564306, 46.88078913256335]",5.972122305089286,3
1,130,17140,,,,,,,"[92.0448793001131, 51.4414013549691, 5.308466176507288, 35.24037113564306, 46.88078913256335]",5.972122305089286,3
1,131,17270,,,,,,,"[92.0448793001131, 51.4414013549691, 5.308466176507288, 35.24037113564306, 46.88078913256335]",5.972122305089286,3
1,132,17400,,,,,,,"[92.0448793001131, 51.4414013549691, 5.308466176507288, 35.24037113564306, 46.88078913256335]",5.972122305089286,3
1,133,17530,,,,,,,"[92.02709216149286, 51.32175609902226, 5.075891276454851, 34.83766688819608, 47.028011582482854]",5.895792375888988,3
1,134,17660,,,,,,,"[92.02709216149286, 51.32175609902226, 5.075891276454851, 34.83766688819608, 47.028011582482854]",5.895792375888988,3
1,135,17790,,,,,,,"[92.02709216149286, 51.32175609902226, 5.075891276454851, 34.83766688819608, 47.028011582482854]",5.895792375888988,3
1,136,17920,,,,,,,"[92.02709216149286, 51.32175609902226, 5.075891276454851, 34.83766688819608, 47.028011582482854]",5.895792375888988,3
1,137,18050,,,,,,,"[92.02709216149286, 51.32175609902226, 5.075891276454851, 34.83766688819608, 47.028011582482854]",5.895792375888988,3
1,138,18180,,,,,,,"[92.02709216149286, 51.32175609902226, 5.075891276454851, 34.83766688819608, 47.028011582482854]",5.895792375888988,3
1,139,18310,,,,,,,"[92.02709216149286, 51.32175609902226, 5.075891276454851, 34.83766688819608, 47.028011582482854]",5.895792375888988,3
1,140,18440,,,,,,,"[92.02709216149286, 51.32175609902226, 5.075891276454851, 34.83766688819608, 47.028011582482854]",5.895792375888988,3
1,141,18570,,,,,,,"[92.02709216149286, 51.32175609902226, 5.075891276454851, 34.83766688819608, 47.028011582482854]",5.895792375888988,3
1,142,18700,,,,,,,"[92.02709216149286, 51.32175609902226, 5.075891276454851, 34.83766688819608, 47.028011582482854]",5.895792375888988,3
1,143,18830,,,,,,,"[92.02709216149286, 51.32175609902226, 5.075891276454851, 34.83766688819608, 47.028011582482854]",5.895792375888988,3
1,144,18960,,,,,,,"[92.02709216149286, 51.32175609902226, 5.075891276454851, 34.83766688819608, 47.028011582482854]",5.895792375888988,3
1,145,19090,,,,,,,"[92.02709216149286, 51.32175609902226, 5.075891276454851, 34.83766688819608, 47.028011582482854]",5.895792375888988,3
1,146,19220,,,,,,,"[92.02709216149286, 51.32175609902226, 5.075891276454851, 34.83766688819608, 47.028011582482854]",5.895792375888988,3
1,147,19350,,,,,,,"[92.02709216149286, 51.32175609902226, 5.075891276454851, 34.83766688819608, 47.028011582482854]",5.895792375888988,3
1,148,19480,,,,,,,"[92.02709216149286, 51.32175609902226, 5.075891276454851, 34.83766688819608, 47.028011582482854]",5.895792375888988,3
1,149,19610,,,,,,,"[92.02709216149286, 51.32175609902226, 5.075891276454851, 34.83766688819608, 47.028011582482854]",5.895792375888988,3
1,150,19740,,,,,,,"[92.02709216149286, 51.32175609902226, 5.075891276454851, 34.83766688819608, 47.028011582482854]",5.895792375888988,3
1,151,19870,,,,,,,"[92.02709216149286, 51.32175609902226, 5.075891276454851, 34.83766688819608, 47.028011582482854]",5.895792375888988,3
1,152,20000,,,,,,,"[92.02709216149286, 51.32175609902226, 5.075891276454851, 34.83766688819608, 47.028011582482854]",5.895792375888988,3
1,153,20230,,,,,,,"[94.80684274517799, 50.004104327310586, 18.88941147156021, 24.5674926411652, 0.6577018560929275]",44.147016145176075,4
1,154,20360,,,,,,,"[95.16350807382416, 48.07055042774647, 21.24283081657848, 25.3217551488287, 1.7140009599304245]",21.196831896108854,4
1,155,20490,,,,,,,"[95.09062396302815, 47.592271666642176, 21.366168278984905, 25.60805184442552, 1.5884687944342333]",20.67525296207956,4
1,156,20620,,,,,,,"[35.47890262502828, 44.24841481830188, 48.54905647291903, 88.16991891179916, 6.300091596580299]",18.81679506102067,4
1,157,20750,,,,,,,"[35.792268327597355, 44.51218652759065, 49.34523495271357, 88.85685606692623, 7.115779598019231]",9.366513289112874,4
1,158,20880,,,,,,,"[36.570037215848586, 43.872848635967685, 49.09509519407808, 88.83573719806323, 6.788054395679295]",2.813217270745625,4
1,159,21010,,,,,,,"[36.570037215848586, 43.872848635967685, 49.09509519407808, 88.83573719806323, 6.788054395679295]",2.813217270745625,4
1,160,21140,,,,,,,"[36.957780914200214, 43.99913747940945, 48.98824834356256, 89.61736415616912, 6.863168163360423]",1.5053252949662976,4
1,161,21270,,,,,,,"[36.93240367356039, 44.047023059594075, 49.3887611540414, 89.24534932375418, 6.324404400979947]",1.4098595451438882,4
1,162,21400,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,163,21530,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,164,21660,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,165,21790,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,166,21920,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,167,22050,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,168,22180,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,169,22310,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,170,22440,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,171,22570,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,172,22700,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,173,22830,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,174,22960,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,175,23090,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,176,23220,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,177,23350,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,178,23480,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,179,23610,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,180,23740,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,181,23870,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,182,24000,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,183,24130,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,184,24260,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,185,24390,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,186,24520,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,187,24650,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,188,24780,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,189,24910,,,,,,,"[36.648665196079186, 44.27033964440538, 49.4831568840113, 89.28499062836957, 6.717170178540077]",0.91341969187053,4
1,190,25070,,,,,,,"[97.78015738755187, 48.23725156556917, 22.082110239056696, 26.431947438937105, 0.2766477527163502]",41.933099354598184,5
1,191,25270,,,,,,,"[34.75717648971674, 42.59282129213454, 48.75095454497297, 92.97742017217873, 6.4300907691906914]",34.69896836169171,5
1,192,25400,,,,,,,"[35.768913759847244, 44.845079305322464, 49.483447286526, 87.33849929185781, 7.579025788888447]",17.167081494346967,5
1,193,25530,,,,,,,"[36.083128561035686, 44.57835393777623, 49.239601279886344, 87.62655153671605, 7.618973753078128]",13.417176803987992,5
1,194,25660,,,,,,,"[36.082758522015034, 43.29112071827857, 49.532392296181136, 88.35818203545523, 6.203227446257538]",8.801320863876,5
1,195,25790,,,,,,,"[35.776711779857294, 42.876631110103666, 49.32023495839205, 88.69829037815036, 6.733756084535521]",6.8988802311840445,5
1,196,25920,,,,,,,"[36.15991651644776, 42.776848909322204, 49.30911540661194, 89.18935949815415, 6.961707591821884]",4.699793367512669,5
1,197,26050,,,,,,,"[36.15991651644776, 42.776848909322204, 49.30911540661194, 89.18935949815415, 6.961707591821884]",4.699793367512669,5
1,198,26180,,,,,,,"[36.50549188529945, 43.596263126286104, 49.39523421626181, 89.33519645604218, 7.577048246623908]",1.1854243435372354,5
