run,gen,nevals,swarmId,partId,part,partError,sbest,sbestError,best,bestError,env
1,44,5770,,,,,,,"[37.09683018492836, 44.04670717644473, 50.23739391309336, 90.11246371821468, 6.694969668275846]",0.5077577736921057,2
1,45,5900,,,,,,,"[37.09683018492836, 44.04670717644473, 50.23739391309336, 90.11246371821468, 6.694969668275846]",0.5077577736921057,2
1,46,6050,,,,,,,"[93.20825663433804, 48.50287101039527, 23.781203611880457, 26.47423986744251, 0.9106123010133194]",49.1077437737428,2
1,47,6260,,,,,,,"[37.94168886601352, 45.56206482819542, 47.98998715342811, 89.17460376890264, 7.208344346477483]",31.684521339346425,3
1,48,6390,,,,,,,"[35.93547787670504, 42.71117267454727, 50.09331835352535, 88.83352277603316, 7.338371167351843]",14.142058882218933,3
1,49,6520,,,,,,,"[36.01278876836871, 42.89984856390209, 50.22864921051562, 88.54109931894035, 7.364695693739466]",13.778420941698705,3
1,50,6650,,,,,,,"[36.38364974761297, 43.501874502637406, 50.024436537204124, 89.08151876244891, 7.6871490837609]",6.77246294475934,3
1,51,6780,,,,,,,"[36.63347001567236, 43.568432877264335, 50.01990776751762, 89.24018079481786, 7.433656958541832]",3.5123851062586553,3
1,52,6910,,,,,,,"[36.63347001567236, 43.568432877264335, 50.01990776751762, 89.24018079481786, 7.433656958541832]",3.5123851062586553,3
1,53,7040,,,,,,,"[36.500748490691684, 43.73858229558845, 50.01260058970548, 89.07525279846402, 7.329330951779769]",3.077439314690409,3
1,54,7170,,,,,,,"[36.55608291592107, 43.66529688653705, 49.89576832025332, 89.24674244280932, 7.2266057498640235]",2.4756703708173546,3
1,55,7300,,,,,,,"[36.58422089505944, 43.68519922078987, 50.05835574339668, 89.44624974633129, 7.327580603643598]",2.074658853723278,3
1,56,7430,,,,,,,"[36.44123165393566, 43.80220858394601, 49.922510329610645, 89.4670548992525, 7.196540869906402]",1.8553825082797175,3
1,57,7560,,,,,,,"[36.254482239146505, 43.95906318710193, 50.03134702939177, 89.55137228876102, 6.911553001312509]",1.5456593832441143,3
1,58,7690,,,,,,,"[36.43955759288418, 43.94916795281294, 50.07626957467074, 89.67208463214568, 6.888512882721542]",0.8584139439818728,3
1,59,7820,,,,,,,"[36.43955759288418, 43.94916795281294, 50.07626957467074, 89.67208463214568, 6.888512882721542]",0.8584139439818728,3
1,60,7950,,,,,,,"[36.43955759288418, 43.94916795281294, 50.07626957467074, 89.67208463214568, 6.888512882721542]",0.8584139439818728,3
1,61,8080,,,,,,,"[36.634439106637835, 43.83404387366162, 50.10118712794398, 89.40960408318797, 6.699933551262476]",0.45010642247814303,3
1,62,8210,,,,,,,"[36.634439106637835, 43.83404387366162, 50.10118712794398, 89.40960408318797, 6.699933551262476]",0.45010642247814303,3
1,63,8340,,,,,,,"[36.634439106637835, 43.83404387366162, 50.10118712794398, 89.40960408318797, 6.699933551262476]",0.45010642247814303,3
1,64,8470,,,,,,,"[36.634439106637835, 43.83404387366162, 50.10118712794398, 89.40960408318797, 6.699933551262476]",0.45010642247814303,3
1,65,8600,,,,,,,"[36.634439106637835, 43.83404387366162, 50.10118712794398, 89.40960408318797, 6.699933551262476]",0.45010642247814303,3
1,66,8730,,,,,,,"[36.634439106637835, 43.83404387366162, 50.10118712794398, 89.40960408318797, 6.699933551262476]",0.45010642247814303,3
1,67,8860,,,,,,,"[36.634439106637835, 43.83404387366162, 50.10118712794398, 89.40960408318797, 6.699933551262476]",0.45010642247814303,3
1,68,8990,,,,,,,"[36.634439106637835, 43.83404387366162, 50.10118712794398, 89.40960408318797, 6.699933551262476]",0.45010642247814303,3
1,69,9120,,,,,,,"[36.634439106637835, 43.83404387366162, 50.10118712794398, 89.40960408318797, 6.699933551262476]",0.45010642247814303,3
1,70,9250,,,,,,,"[36.68156894278318, 43.90871768608473, 50.14054617190778, 89.59609522574392, 6.706725711263445]",0.3598497018297735,3
1,71,9380,,,,,,,"[36.48520178057019, 44.00880275329846, 50.30844915004227, 89.5008278162115, 6.855133842760198]",0.34018398581723375,3
1,72,9510,,,,,,,"[36.48520178057019, 44.00880275329846, 50.30844915004227, 89.5008278162115, 6.855133842760198]",0.34018398581723375,3
1,73,9640,,,,,,,"[36.48520178057019, 44.00880275329846, 50.30844915004227, 89.5008278162115, 6.855133842760198]",0.34018398581723375,3
1,74,9770,,,,,,,"[36.48520178057019, 44.00880275329846, 50.30844915004227, 89.5008278162115, 6.855133842760198]",0.34018398581723375,3
1,75,9900,,,,,,,"[36.676992596211456, 44.05538698289271, 50.13153511085249, 89.46323366088777, 6.960473305849331]",0.17724536129739477,3
1,76,10030,,,,,,,"[36.676992596211456, 44.05538698289271, 50.13153511085249, 89.46323366088777, 6.960473305849331]",0.17724536129739477,3
1,77,10160,,,,,,,"[36.676992596211456, 44.05538698289271, 50.13153511085249, 89.46323366088777, 6.960473305849331]",0.17724536129739477,3
1,78,10290,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,79,10420,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,80,10550,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,81,10680,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,82,10810,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,83,10940,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,84,11070,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,85,11200,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,86,11330,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,87,11460,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,88,11590,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,89,11720,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,90,11850,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,91,11980,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,92,12110,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,93,12240,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,94,12370,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,95,12500,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,96,12630,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,97,12760,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,98,12890,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,99,13020,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,100,13150,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,101,13280,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,102,13410,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,103,13540,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,104,13670,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,105,13800,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,106,13930,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,107,14060,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,108,14190,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,109,14320,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,110,14450,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,111,14580,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,112,14710,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,113,14840,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,114,14970,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,115,15100,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,116,15230,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,117,15360,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,118,15490,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,119,15620,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,120,15750,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,121,15880,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,122,16010,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,123,16140,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,124,16270,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,125,16400,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,126,16530,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,127,16660,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,128,16790,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,129,16920,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,130,17050,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,131,17180,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,132,17310,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,133,17440,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,134,17570,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,135,17700,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,136,17830,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,137,17960,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,138,18090,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,139,18220,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,140,18350,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,141,18480,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,142,18610,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,143,18740,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,144,18870,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,145,19000,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,146,19130,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,147,19260,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,148,19390,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,149,19520,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,150,19650,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,151,19780,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,152,19910,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,153,20040,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,154,20170,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,155,20300,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,156,20430,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,157,20560,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,158,20690,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,159,20820,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,160,20950,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,161,21080,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,162,21210,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,163,21340,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,164,21470,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,165,21600,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,166,21730,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,167,21860,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,168,21990,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,169,22120,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,170,22250,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,171,22380,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,172,22510,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,173,22640,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,174,22770,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,175,22900,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,176,23030,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,177,23160,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,178,23290,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,179,23420,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,180,23550,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,181,23680,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,182,23810,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,183,23940,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,184,24070,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,185,24200,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,186,24330,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,187,24460,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,188,24590,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,189,24720,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,190,24850,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,191,24980,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,192,25110,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,193,25240,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,194,25370,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,195,25500,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
1,196,25630,,,,,,,"[36.743783890283424, 43.931208081880584, 50.27691145470186, 89.47742711302881, 6.91926510140355]",0.05076106958766502,3
